Product_ID,Date,Category,Size,Color,Brand,Material,Price,Units_Sold,Revenue,Stock_Levels,Reorder_Frequency,Customer_Reviews,Discount_Percentage,Supplier_Lead_Time,Shipping_Time,Return_Rate,Website_Traffic,Social_Media_Engagement,Competitor_Pricing
P4939,2022-12-31,Shoes,S,White,Levis,Polyester,39.39,45,1772.55,301,19,4.3,5,8,3,0.0,3623,1172,39.0
P4940,2022-12-31,Jeans,XL,Blue,Louis Vuitton,Cotton,64.63,43,2779.0899999999997,303,19,4.1,10,3,7,4.96,6062,1154,18.83
P4941,2023-01-01,T-Shirt,L,Green,Adidas,Wool,22.12,52,1150.24,360,17,3.9,10,10,5,0.0,2972,1128,119.49
P4942,2023-01-01,Sweater,L,Red,Puma,Wool,20.66,52,1074.32,323,20,3.4,0,3,5,4.54,4840,50,66.62
P4943,2023-01-01,Jeans,L,Black,Puma,Cotton,66.42,40,2656.8,346,7,4.3,30,10,1,8.12,4594,817,87.44
P4944,2023-01-01,Jacket,XL,Green,Uniqlo,Cotton,64.15,32,2052.8,323,11,4.4,0,13,3,8.44,2386,1401,86.36
P4945,2023-01-01,Dresses,L,Red,Adidas,Polyester,67.86,39,2646.54,88,17,3.7,30,8,4,4.79,3780,1352,27.2
P4946,2023-01-01,Jeans,L,Black,Under Armour,Polyester,71.86,55,3952.3,289,24,4.6,50,10,6,5.16,4327,1634,115.37
P4947,2023-01-01,T-Shirt,S,Red,Gucci,Cotton,55.37,50,2768.5,316,17,4.7,0,4,3,4.15,4104,1536,91.73
P4948,2023-01-01,Dresses,M,Green,H&M,Leather,42.33,26,1100.58,111,8,4.0,0,11,3,8.92,7351,332,92.81
P4949,2023-01-01,Jacket,M,Black,Puma,Denim,26.73,48,1283.04,197,14,3.1,10,7,7,1.9,2718,1619,168.45
P4950,2023-01-01,T-Shirt,M,Red,Adidas,Wool,60.69,55,3337.95,228,12,4.3,30,5,6,2.35,2950,838,85.77
P4951,2023-01-01,Shoes,M,Blue,Nike,Cotton,56.19,44,2472.3599999999997,401,12,4.4,10,9,4,1.63,6396,1343,27.18
P4952,2023-01-02,Jeans,XL,Blue,Nike,Leather,44.78,43,1925.54,274,14,4.4,50,8,3,3.95,3994,687,62.16
P4953,2023-01-02,Dresses,M,Blue,H&M,Cotton,62.76,37,2322.12,276,16,3.1,0,4,5,6.23,6252,1725,116.74
P4954,2023-01-02,T-Shirt,XL,Yellow,Uniqlo,Wool,60.26,51,3073.2599999999998,412,20,4.9,30,11,6,5.54,3851,556,93.53
P4955,2023-01-02,Jacket,M,Black,H&M,Cotton,33.26,43,1430.1799999999998,431,15,3.6,5,7,6,6.71,1989,1727,76.32
P4956,2023-01-02,Sweater,M,Blue,Puma,Wool,52.97,26,1377.22,303,17,3.8,0,3,5,4.72,5221,998,101.87
P4957,2023-01-02,Dresses,XXL,Yellow,Levis,Cotton,67.63,37,2502.31,165,12,4.2,5,6,6,6.75,7439,782,64.42
P4958,2023-01-02,Shoes,M,Black,Nike,Denim,62.82,43,2701.26,326,13,3.9,0,8,4,8.04,6557,1017,96.28
P4959,2023-01-02,Jeans,L,Green,Nike,Wool,23.2,36,835.1999999999999,159,14,4.0,0,3,7,2.28,3646,1424,66.49
P4960,2023-01-02,T-Shirt,L,Blue,Under Armour,Wool,62.26,42,2614.92,153,12,3.7,0,3,4,6.78,2761,244,86.74
P4961,2023-01-03,Jacket,L,Blue,Puma,Leather,19.24,33,634.92,192,8,3.7,30,5,2,7.19,3303,588,62.28
P4962,2023-01-03,Jacket,M,White,Adidas,Wool,35.4,22,778.8,50,12,4.0,50,11,6,7.67,7937,1129,112.3
P4963,2023-01-03,Jeans,L,Blue,Gucci,Cotton,24.65,47,1158.55,50,15,3.2,0,7,2,6.94,2141,974,26.81
P4964,2023-01-03,Shoes,XL,Red,Zara,Polyester,64.43,21,1353.0300000000002,246,15,4.1,10,4,3,4.76,4712,1427,68.35
P4965,2023-01-03,Jacket,M,Blue,Levis,Polyester,10.0,39,390.0,121,12,4.2,0,3,3,8.63,5717,1580,61.54
P4966,2023-01-03,Sweater,M,Black,Levis,Cotton,35.1,36,1263.6000000000001,116,13,4.1,20,8,8,7.86,3714,1135,46.95
P4967,2023-01-03,T-Shirt,L,Blue,Puma,Polyester,68.38,32,2188.16,347,9,4.2,50,4,5,6.36,8279,1036,111.63
P4968,2023-01-04,T-Shirt,L,Red,H&M,Polyester,81.58,34,2773.72,320,13,4.6,0,8,5,9.08,4192,1188,127.41
P4969,2023-01-04,Shoes,S,Red,Nike,Wool,43.01,37,1591.37,87,12,4.2,0,3,5,7.22,3297,1427,58.09
P4970,2023-01-04,T-Shirt,XXL,Yellow,Adidas,Wool,49.24,21,1034.04,370,20,4.5,0,5,8,1.82,1713,896,56.88
P4971,2023-01-04,Jeans,XL,Green,Puma,Cotton,46.5,31,1441.5,181,19,3.0,0,7,1,7.85,2807,791,66.02
P4972,2023-01-05,Jeans,XXL,Yellow,Puma,Cotton,43.89,40,1755.6,178,21,4.4,5,8,6,4.28,4429,2004,63.07
P4973,2023-01-05,Jeans,XL,Red,Zara,Cotton,64.52,27,1742.04,429,19,4.2,0,6,1,7.13,3911,325,15.0
P4974,2023-01-05,T-Shirt,M,Red,Levis,Cotton,55.73,33,1839.09,154,14,4.1,20,5,4,0.0,5893,938,43.05
P4975,2023-01-05,Jacket,XL,Black,Nike,Polyester,48.06,45,2162.7000000000003,290,12,3.9,0,3,4,6.43,3434,1235,94.76
P4976,2023-01-05,T-Shirt,XL,Red,Levis,Leather,48.79,30,1463.7,140,15,3.9,5,9,7,6.5,8029,998,15.0
P4977,2023-01-05,Jacket,L,Green,Puma,Cotton,50.13,47,2356.11,274,13,4.4,20,8,8,3.83,5801,373,15.79
P4978,2023-01-06,T-Shirt,L,Red,H&M,Leather,39.54,41,1621.1399999999999,223,8,4.5,20,4,4,6.76,10000,910,76.41
P4979,2023-01-06,Jacket,XL,Blue,Levis,Leather,69.51,38,2641.38,325,18,3.9,0,3,3,0.0,5148,680,34.55
P4980,2023-01-06,Shoes,M,Red,H&M,Cotton,23.76,20,475.20000000000005,322,21,3.7,5,6,7,6.73,4232,1042,54.91
P4981,2023-01-06,Jacket,L,Red,Nike,Cotton,71.29,60,4277.400000000001,214,17,4.5,0,9,3,1.99,5110,406,112.25
P4982,2023-01-06,T-Shirt,M,Green,H&M,Polyester,29.26,32,936.32,182,9,3.4,0,14,2,7.22,5317,116,45.85
P4983,2023-01-06,Jacket,L,Black,Zara,Cotton,84.19,22,1852.1799999999998,266,18,3.9,0,7,5,2.23,5080,1333,70.23
P4984,2023-01-07,Jeans,XL,Green,Adidas,Cotton,29.45,29,854.05,199,13,3.4,0,11,6,1.71,6834,530,111.66
P4985,2023-01-07,Jeans,XL,Red,Zara,Denim,42.6,40,1704.0,281,7,3.8,0,8,7,0.0,7046,50,78.43
P4986,2023-01-07,Jeans,XL,White,H&M,Wool,58.63,46,2696.98,123,21,3.7,0,7,2,5.26,500,264,95.01
P4987,2023-01-07,T-Shirt,L,Green,Gucci,Cotton,27.27,45,1227.15,100,16,4.2,5,4,4,0.7,3720,1458,75.89
P4988,2023-01-07,T-Shirt,XL,Red,Zara,Polyester,56.8,57,3237.6,124,21,4.6,0,5,6,5.56,2990,797,115.87
P4989,2023-01-08,T-Shirt,XL,Yellow,Nike,Wool,28.93,45,1301.85,290,15,5.0,0,3,6,10.87,6555,756,15.0
P4990,2023-01-08,Dresses,XL,Green,Levis,Cotton,45.85,32,1467.2,313,13,4.0,0,3,5,7.3,4973,111,59.65
P4991,2023-01-08,Jeans,L,Red,Levis,Denim,38.26,49,1874.74,137,17,4.5,10,3,5,1.14,4533,401,53.73
P4992,2023-01-08,Dresses,XXL,Green,H&M,Polyester,66.13,41,2711.33,274,9,3.1,10,3,4,7.04,1482,1254,132.86
P4993,2023-01-08,Jeans,XL,Yellow,Adidas,Wool,54.29,49,2660.21,275,6,3.8,20,11,2,7.69,4984,284,82.28
P4994,2023-01-08,Jacket,M,Blue,Puma,Polyester,71.72,42,3012.24,251,15,4.5,20,8,1,5.88,7682,943,57.94
P4995,2023-01-08,T-Shirt,S,Yellow,Nike,Cotton,57.46,51,2930.46,85,13,4.5,10,6,5,7.08,5308,1612,72.02
P4996,2023-01-08,T-Shirt,M,Green,H&M,Cotton,22.9,59,1351.1,286,15,3.7,5,4,5,6.4,8839,454,36.65
P4997,2023-01-09,Sweater,XL,Green,Puma,Leather,72.6,37,2686.2,179,19,4.1,50,8,5,1.63,8344,2275,42.55
P4998,2023-01-09,T-Shirt,XL,Red,Zara,Cotton,24.94,51,1271.94,203,15,3.7,30,4,4,0.31,2636,1469,15.0
P4999,2023-01-09,Jeans,L,Black,H&M,Cotton,52.42,38,1991.96,236,12,4.6,5,10,6,6.99,7205,1236,81.6
P5000,2023-01-09,Shoes,S,Black,Puma,Cotton,42.97,23,988.31,152,11,4.9,5,9,4,6.06,5338,1386,45.27
P5001,2023-01-09,Shoes,L,Red,Gucci,Polyester,75.39,30,2261.7,192,20,4.0,10,5,4,0.0,1921,1833,122.66
P5002,2023-01-10,Jeans,L,Blue,Zara,Cotton,10.0,36,360.0,147,14,3.1,0,4,4,0.45,3420,1288,82.5
P5003,2023-01-10,Jeans,XXL,Red,Levis,Cotton,10.0,38,380.0,337,10,4.3,0,6,6,6.12,3145,716,73.55
P5004,2023-01-10,Jeans,M,White,Zara,Wool,43.02,28,1204.5600000000002,500,9,3.6,0,5,6,4.42,3825,547,44.11
P5005,2023-01-11,T-Shirt,XXL,Blue,Levis,Cotton,46.39,34,1577.26,64,7,4.5,20,3,3,5.83,6798,1256,61.85
P5006,2023-01-11,Sweater,XL,Green,Louis Vuitton,Polyester,11.14,21,233.94,50,18,3.9,0,9,5,6.36,3499,1699,111.96
P5007,2023-01-11,T-Shirt,M,Green,Adidas,Cotton,70.42,45,3168.9,50,8,4.0,10,8,4,3.48,4999,383,95.77
P5008,2023-01-11,Jeans,S,Yellow,H&M,Cotton,51.21,16,819.36,282,19,3.7,20,4,5,8.95,2444,507,76.67
P5009,2023-01-11,T-Shirt,XXL,Blue,Gucci,Polyester,61.38,53,3253.1400000000003,264,14,3.5,30,10,7,4.26,2860,1177,56.9
P5010,2023-01-11,T-Shirt,L,Black,Gucci,Cotton,19.83,39,773.3699999999999,347,14,3.6,5,4,5,0.0,2951,692,76.54
P5011,2023-01-11,T-Shirt,XL,Black,Puma,Denim,63.62,31,1972.22,171,20,4.9,10,9,5,5.1,3806,797,114.53
P5012,2023-01-11,Shoes,L,Green,Uniqlo,Polyester,19.28,33,636.24,385,14,4.0,0,8,2,10.27,2781,936,84.88
P5013,2023-01-12,Dresses,M,White,Nike,Cotton,59.81,45,2691.4500000000003,264,10,2.8,5,11,8,5.26,3380,957,59.43
P5014,2023-01-12,T-Shirt,M,Yellow,Uniqlo,Polyester,56.4,56,3158.4,232,19,4.2,10,9,5,3.0,3397,1267,84.31
P5015,2023-01-12,Sweater,XL,Green,Under Armour,Cotton,33.53,38,1274.14,166,12,4.2,50,9,2,1.75,4405,1224,85.63
P5016,2023-01-12,Sweater,XXL,Black,Puma,Polyester,52.3,41,2144.2999999999997,135,19,4.0,0,9,3,3.52,4235,1354,86.85
P5017,2023-01-12,Jacket,M,Red,Puma,Denim,79.31,47,3727.57,92,13,4.5,20,6,7,3.47,3611,1116,56.35
P5018,2023-01-12,T-Shirt,L,White,Nike,Cotton,15.29,29,443.40999999999997,152,22,4.2,20,7,5,1.91,6385,894,26.86
P5019,2023-01-12,Jeans,M,White,Gucci,Wool,78.0,40,3120.0,395,19,3.2,10,3,3,0.82,8411,1287,86.71
P5020,2023-01-13,Jacket,XL,Green,Zara,Polyester,58.84,39,2294.76,426,13,4.6,0,5,1,7.22,4358,1251,106.72
P5021,2023-01-13,Jeans,M,Green,Levis,Polyester,75.21,47,3534.87,215,22,3.6,10,3,8,2.18,3964,2088,90.6
P5022,2023-01-13,Dresses,L,Red,Nike,Polyester,59.39,36,2138.04,50,22,4.5,0,6,6,11.92,5575,1218,74.3
P5023,2023-01-13,Jeans,XXL,Black,Uniqlo,Cotton,49.04,40,1961.6,353,5,4.0,0,8,7,10.89,4949,1887,95.27
P5024,2023-01-13,Jeans,L,Green,Nike,Cotton,40.34,47,1895.9800000000002,355,20,4.8,5,12,7,8.39,4111,1471,64.06
P5025,2023-01-13,T-Shirt,XL,Black,Levis,Denim,35.11,39,1369.29,302,13,4.1,10,6,1,4.9,2562,1095,59.42
P5026,2023-01-13,Jacket,L,Red,Zara,Denim,63.02,51,3214.02,259,19,5.0,10,4,5,2.68,3361,1075,51.08
P5027,2023-01-13,T-Shirt,M,Black,Adidas,Polyester,58.22,32,1863.04,310,5,3.8,0,7,8,3.74,5604,859,40.43
P5028,2023-01-13,Jacket,S,Green,Adidas,Leather,67.3,32,2153.6,274,10,4.6,5,3,5,6.93,6640,1608,55.22
P5029,2023-01-13,T-Shirt,XXL,Blue,Puma,Polyester,74.07,49,3629.43,461,12,4.5,0,9,4,2.65,5359,1056,51.53
P5030,2023-01-14,Jeans,L,Black,H&M,Polyester,64.72,47,3041.84,345,10,5.0,0,10,6,7.25,1775,1373,59.14
P5031,2023-01-14,T-Shirt,L,Green,Levis,Leather,45.06,33,1486.98,50,11,3.9,0,13,6,3.29,3092,782,104.17
P5032,2023-01-14,Jeans,XL,Black,H&M,Cotton,28.52,41,1169.32,208,21,3.4,20,8,1,6.95,6704,1795,49.91
P5033,2023-01-14,Shoes,L,Green,Under Armour,Cotton,45.25,38,1719.5,350,9,4.4,5,8,7,4.61,3646,1346,75.21
P5034,2023-01-14,Jeans,M,Blue,Gucci,Leather,64.27,50,3213.5,157,17,5.0,20,4,6,6.59,9215,990,88.76
P5035,2023-01-14,T-Shirt,M,Black,Zara,Denim,59.48,37,2200.7599999999998,340,16,3.8,30,11,4,0.38,3045,743,65.34
P5036,2023-01-15,T-Shirt,M,White,Adidas,Polyester,76.62,10,766.2,221,22,4.5,10,8,7,4.29,6682,1033,33.61
P5037,2023-01-15,Jeans,S,Green,Levis,Cotton,32.64,39,1272.96,50,15,4.3,0,8,4,4.47,4641,1509,71.91
P5038,2023-01-15,Jacket,XXL,Red,Nike,Wool,43.19,42,1813.98,202,5,3.6,5,4,6,7.8,3847,666,15.0
P5039,2023-01-15,Jacket,XL,Red,H&M,Denim,40.98,52,2130.96,118,22,4.0,0,6,4,7.67,6313,1192,41.53
P5040,2023-01-15,Jacket,M,White,Uniqlo,Polyester,50.47,41,2069.27,185,15,4.0,0,7,4,8.68,6801,662,119.05
P5041,2023-01-15,T-Shirt,L,Black,Puma,Denim,32.93,39,1284.27,208,11,4.3,0,9,8,7.33,7000,1506,52.79
P5042,2023-01-15,Jacket,L,Yellow,Nike,Polyester,82.91,43,3565.1299999999997,300,12,3.4,5,3,3,8.11,7681,846,42.89
P5043,2023-01-16,Jacket,XL,Blue,Under Armour,Polyester,53.14,7,371.98,361,13,4.2,0,8,8,0.86,8554,785,87.49
P5044,2023-01-16,Shoes,XXL,Blue,Nike,Cotton,55.22,54,2981.88,304,11,4.0,50,10,7,12.78,1083,2020,59.02
P5045,2023-01-16,T-Shirt,XL,Red,Nike,Leather,28.18,43,1211.74,304,13,4.4,10,4,3,3.77,4669,1192,50.97
P5046,2023-01-16,T-Shirt,M,Blue,Nike,Cotton,45.49,31,1410.19,166,17,4.2,20,5,5,0.0,4508,474,46.02
P5047,2023-01-16,Jeans,L,Green,Adidas,Leather,59.47,27,1605.69,339,19,4.4,0,8,3,4.03,1184,872,77.44
P5048,2023-01-17,T-Shirt,XL,Green,Nike,Polyester,87.04,22,1914.88,343,14,4.1,0,7,3,0.0,3485,1015,46.98
P5049,2023-01-17,Jeans,L,Black,Nike,Wool,42.08,37,1556.96,257,14,3.2,0,8,2,8.58,6652,1805,75.11
P5050,2023-01-17,Dresses,XL,Black,Puma,Cotton,15.96,42,670.32,242,8,4.1,0,5,1,6.6,6873,169,101.85
P5051,2023-01-17,Dresses,S,Black,Under Armour,Leather,40.37,36,1453.32,323,9,3.9,5,3,3,2.89,4511,1287,85.19
P5052,2023-01-17,Dresses,XL,Yellow,H&M,Wool,15.91,47,747.77,108,19,4.6,10,7,1,3.63,6777,1414,30.7
P5053,2023-01-17,Jacket,L,Green,Adidas,Leather,75.16,33,2480.2799999999997,218,9,4.4,0,7,6,4.51,5787,660,76.79
P5054,2023-01-17,Jeans,XL,White,Louis Vuitton,Cotton,44.55,31,1381.05,220,9,4.6,0,3,4,0.71,6041,905,46.92
P5055,2023-01-18,Sweater,XL,Green,Adidas,Polyester,55.76,50,2788.0,328,18,3.5,0,7,5,8.1,5697,1146,41.3
P5056,2023-01-18,T-Shirt,L,Red,Uniqlo,Polyester,63.51,22,1397.22,50,24,4.3,0,3,4,8.62,8316,74,96.12
P5057,2023-01-18,Jeans,XXL,Red,Adidas,Cotton,41.17,48,1976.16,243,10,3.4,0,8,3,2.06,4906,1428,66.96
P5058,2023-01-18,Jacket,L,Green,Uniqlo,Wool,38.36,34,1304.24,124,16,3.5,0,6,5,4.92,5079,1535,75.94
P5059,2023-01-18,Jacket,L,Red,Nike,Wool,25.46,22,560.12,270,16,3.7,5,6,5,3.83,6529,1073,57.21
P5060,2023-01-19,Jeans,M,Red,H&M,Cotton,79.88,42,3354.96,328,19,4.4,0,8,5,3.0,4910,1447,84.86
P5061,2023-01-19,Dresses,S,Green,Nike,Wool,53.75,40,2150.0,180,14,4.3,5,9,8,4.92,1609,1765,69.68
P5062,2023-01-19,Sweater,L,White,Louis Vuitton,Cotton,60.23,34,2047.82,278,18,3.0,5,4,6,0.0,2872,448,79.28
P5063,2023-01-19,Jacket,L,Black,Nike,Polyester,55.4,42,2326.7999999999997,258,11,3.8,20,6,7,2.92,5394,50,107.46
P5064,2023-01-19,T-Shirt,L,White,Nike,Wool,40.96,44,1802.24,199,21,4.4,10,6,4,2.57,1687,1094,53.73
P5065,2023-01-19,Dresses,XL,White,Gucci,Polyester,39.28,24,942.72,171,22,3.7,0,7,3,2.47,8407,1712,84.7
P5066,2023-01-20,Jeans,XL,Red,Puma,Cotton,14.42,41,591.22,177,9,3.6,30,3,6,7.05,7850,1650,57.9
P5067,2023-01-20,T-Shirt,L,White,Adidas,Polyester,59.2,53,3137.6000000000004,480,15,3.3,0,7,3,4.83,3546,344,52.81
P5068,2023-01-20,Sweater,XL,Green,Puma,Wool,32.36,42,1359.12,395,14,4.3,10,8,5,9.04,4528,1604,72.8
P5069,2023-01-20,Sweater,S,White,Gucci,Polyester,51.16,36,1841.7599999999998,289,13,4.0,0,4,3,5.59,4507,1558,71.68
P5070,2023-01-20,Jeans,L,Black,H&M,Cotton,12.94,35,452.9,167,7,4.6,5,6,5,5.91,4491,1849,135.87
P5071,2023-01-20,T-Shirt,XL,White,Nike,Leather,63.44,50,3172.0,132,20,4.6,10,12,4,5.64,3894,1327,95.81
P5072,2023-01-20,Jacket,L,Blue,Nike,Polyester,53.44,28,1496.32,251,20,3.9,30,6,8,3.48,1696,992,77.15
P5073,2023-01-20,T-Shirt,M,Black,Under Armour,Cotton,37.76,37,1397.12,181,5,4.3,0,9,5,2.57,6632,759,87.22
P5074,2023-01-21,T-Shirt,XL,Red,Gucci,Cotton,45.84,46,2108.6400000000003,146,15,3.6,0,8,6,6.13,9331,522,48.17
P5075,2023-01-21,Sweater,M,Black,Levis,Cotton,36.82,50,1841.0,235,9,4.3,0,7,5,0.39,5757,1126,43.28
P5076,2023-01-21,Jacket,XXL,Yellow,Levis,Wool,43.67,40,1746.8000000000002,228,15,3.8,30,10,7,5.71,3513,448,51.18
P5077,2023-01-21,T-Shirt,XL,Green,Adidas,Polyester,89.11,48,4277.28,402,17,3.5,0,5,5,4.73,1277,681,56.21
P5078,2023-01-21,T-Shirt,M,Black,Adidas,Polyester,37.16,45,1672.1999999999998,335,18,3.6,20,3,3,5.91,4840,831,17.91
P5079,2023-01-21,Jacket,XL,Red,Uniqlo,Polyester,10.0,43,430.0,321,10,4.2,0,3,5,0.0,4465,333,40.35
P5080,2023-01-21,Jacket,XL,Yellow,Levis,Leather,66.04,28,1849.1200000000001,181,13,3.9,30,10,6,5.1,6062,1698,71.03
P5081,2023-01-21,Dresses,XXL,Green,H&M,Cotton,20.99,35,734.65,323,9,4.5,0,5,3,4.13,7582,893,118.08
P5082,2023-01-22,Jeans,M,White,Puma,Cotton,47.33,30,1419.8999999999999,195,19,4.5,0,6,4,10.71,5196,1084,51.84
P5083,2023-01-22,Shoes,M,Red,Gucci,Denim,53.1,34,1805.4,108,18,4.3,20,13,2,10.73,5134,624,60.08
P5084,2023-01-22,Shoes,XXL,Green,Adidas,Cotton,34.36,30,1030.8,189,10,3.8,0,7,5,10.95,5140,902,85.59
P5085,2023-01-22,Jeans,L,Black,Levis,Polyester,73.91,27,1995.57,167,18,3.9,0,8,2,1.44,8214,1779,37.18
P5086,2023-01-23,T-Shirt,S,Black,Nike,Polyester,52.1,28,1458.8,421,14,3.9,10,4,3,12.39,5474,1315,68.1
P5087,2023-01-23,Jacket,M,Red,Nike,Polyester,50.84,37,1881.0800000000002,259,20,4.3,10,6,7,4.79,500,1864,83.46
P5088,2023-01-23,T-Shirt,XXL,Black,Zara,Cotton,50.07,46,2303.22,282,5,4.5,5,7,4,1.69,5795,983,46.4
P5089,2023-01-23,Shoes,S,Green,Nike,Cotton,20.71,35,724.85,440,15,3.9,10,6,1,7.46,4708,1123,94.27
P5090,2023-01-24,Jeans,XL,Red,Adidas,Denim,26.67,40,1066.8000000000002,174,12,3.6,50,8,1,2.07,6905,1600,67.0
P5091,2023-01-24,Dresses,XXL,Red,Adidas,Denim,57.84,32,1850.88,149,14,4.0,10,3,2,7.81,1400,1322,78.09
P5092,2023-01-24,T-Shirt,XL,Black,Puma,Leather,87.03,54,4699.62,174,19,3.8,10,9,5,3.3,4483,635,107.32
P5093,2023-01-24,Shoes,XL,Green,Louis Vuitton,Leather,40.05,43,1722.1499999999999,188,11,4.5,0,8,6,7.76,3796,734,98.34
P5094,2023-01-25,Jeans,M,Blue,H&M,Polyester,67.83,15,1017.4499999999999,416,11,3.8,0,12,5,6.59,8005,240,51.53
P5095,2023-01-25,Jeans,M,Black,Nike,Polyester,35.7,37,1320.9,351,27,4.0,5,3,6,4.62,6421,1593,104.41
P5096,2023-01-26,Jeans,L,White,Uniqlo,Polyester,81.61,31,2529.91,200,14,3.7,5,7,7,2.71,6575,1122,94.18
P5097,2023-01-26,Jeans,M,White,Under Armour,Cotton,49.49,8,395.92,475,15,3.7,20,7,7,3.82,3986,1293,25.71
P5098,2023-01-26,T-Shirt,L,Green,Louis Vuitton,Cotton,42.77,16,684.32,83,8,4.3,0,3,1,8.69,6062,1283,111.56
P5099,2023-01-26,Shoes,M,Black,Gucci,Leather,48.23,39,1880.9699999999998,308,7,4.6,0,9,2,0.82,2579,1173,33.88
P5100,2023-01-26,Shoes,XL,Red,Levis,Polyester,39.06,36,1406.16,332,12,3.6,30,5,3,6.09,7032,1414,32.51
P5101,2023-01-26,T-Shirt,L,Green,Adidas,Leather,54.9,41,2250.9,289,6,4.7,5,5,5,9.46,7528,1292,44.57
P5102,2023-01-26,Jeans,S,Yellow,Under Armour,Cotton,69.43,33,2291.19,109,13,3.9,30,6,3,9.1,4310,794,107.24
P5103,2023-01-26,Jacket,XXL,Red,Levis,Polyester,55.62,45,2502.9,297,7,4.0,0,3,5,4.28,3054,1358,57.32
P5104,2023-01-26,Sweater,L,Green,Nike,Leather,70.58,28,1976.24,281,24,4.5,0,9,7,8.07,6308,1334,84.66
P5105,2023-01-27,T-Shirt,XXL,Green,Puma,Leather,54.27,41,2225.07,388,16,4.1,0,6,6,3.73,5629,225,55.09
P5106,2023-01-27,Sweater,L,Black,Adidas,Denim,10.0,36,360.0,82,20,3.4,20,6,8,1.25,6073,1137,36.76
P5107,2023-01-27,T-Shirt,S,Blue,Zara,Cotton,46.54,48,2233.92,170,19,3.3,30,9,2,6.41,5510,421,23.28
P5108,2023-01-27,Jeans,M,Green,Nike,Cotton,40.4,42,1696.8,309,17,3.8,5,6,2,9.22,7111,50,25.35
P5109,2023-01-27,Dresses,L,Black,Levis,Cotton,58.17,46,2675.82,160,25,4.0,10,3,5,5.39,7293,934,65.41
P5110,2023-01-28,Jacket,L,Black,Under Armour,Wool,42.81,35,1498.3500000000001,284,23,4.1,5,11,4,4.11,6816,50,119.08
P5111,2023-01-28,Jeans,M,Green,Puma,Denim,52.04,43,2237.72,197,10,3.2,20,10,2,2.42,6928,1203,76.73
P5112,2023-01-28,Jacket,L,White,Uniqlo,Wool,31.76,20,635.2,166,10,4.1,0,10,4,7.75,7562,328,70.09
P5113,2023-01-28,Jacket,XL,Red,Levis,Polyester,58.53,36,2107.08,301,18,3.4,0,6,5,5.09,4433,1839,94.34
P5114,2023-01-29,Sweater,XL,Green,Adidas,Cotton,57.23,40,2289.2,332,27,4.0,0,9,2,5.07,6613,1794,57.33
P5115,2023-01-29,Sweater,XL,Black,Gucci,Cotton,63.6,30,1908.0,236,6,4.4,20,10,3,2.25,4049,818,23.15
P5116,2023-01-29,Jeans,L,Green,Louis Vuitton,Wool,59.64,41,2445.2400000000002,178,15,3.7,10,3,5,5.21,1667,1489,101.87
P5117,2023-01-29,Sweater,L,Yellow,Nike,Polyester,76.75,33,2532.75,361,19,3.8,30,6,5,0.94,4935,1176,96.53
P5118,2023-01-29,Dresses,L,Black,Zara,Polyester,43.95,40,1758.0,291,15,3.2,5,5,5,3.72,5498,738,102.11
P5119,2023-01-29,Shoes,L,Blue,Adidas,Cotton,62.57,39,2440.23,208,13,4.4,0,9,4,6.66,600,1023,125.53
P5120,2023-01-30,T-Shirt,M,Blue,Levis,Cotton,75.0,28,2100.0,55,16,3.8,5,10,4,6.01,3382,619,116.71
P5121,2023-01-30,Jacket,L,Blue,Puma,Leather,61.73,44,2716.12,120,20,4.1,5,4,7,4.58,4863,1051,75.23
P5122,2023-01-30,T-Shirt,M,Yellow,Adidas,Cotton,51.14,26,1329.64,342,16,5.0,0,11,3,3.57,3236,768,34.53
P5123,2023-01-30,Jeans,L,Black,Under Armour,Leather,39.64,50,1982.0,211,12,3.6,0,11,3,4.53,4145,2313,43.25
P5124,2023-01-30,Shoes,L,Red,H&M,Leather,59.58,38,2264.04,308,22,3.8,30,12,4,4.33,5639,714,46.92
P5125,2023-01-30,Jacket,M,Green,Puma,Cotton,86.89,25,2172.25,60,7,4.2,0,3,3,4.31,3538,1171,32.09
P5126,2023-01-31,Jeans,S,Black,H&M,Wool,11.59,54,625.86,136,16,3.6,20,9,5,8.51,7960,1224,136.31
P5127,2023-01-31,Jeans,XXL,Green,Louis Vuitton,Wool,55.83,32,1786.56,339,16,4.4,0,6,6,3.8,6857,958,49.93
P5128,2023-01-31,Jeans,S,Yellow,Adidas,Polyester,44.73,46,2057.58,241,18,2.5,0,6,3,0.0,5156,1929,118.75
P5129,2023-01-31,T-Shirt,M,Yellow,Puma,Polyester,60.45,29,1753.0500000000002,421,10,3.3,0,6,5,0.47,6767,957,59.84
P5130,2023-01-31,T-Shirt,L,Blue,Under Armour,Cotton,82.24,36,2960.64,50,10,3.9,30,5,7,8.4,3825,1648,40.19
P5131,2023-01-31,Sweater,M,Yellow,Nike,Leather,81.09,40,3243.6000000000004,219,8,3.1,10,11,4,1.58,8379,705,65.43
P5132,2023-01-31,Shoes,XL,Green,Adidas,Leather,74.44,40,2977.6,270,15,4.0,20,6,4,4.35,3425,647,79.94
P5133,2023-01-31,Jacket,L,White,Puma,Cotton,55.23,20,1104.6,443,19,3.5,10,8,4,2.85,3056,1294,80.05
P5134,2023-02-01,Sweater,S,Red,Levis,Cotton,36.06,8,288.48,193,5,4.3,0,9,5,5.08,4002,1544,44.55
